cik,start_date,end_date,label
910612,20080613,20110613,0
827052,20080816,20110816,0
1101680,19930114,19960114,0
67625,20111208,20141208,0
1004702,19961006,19991006,0
1558629,20010908,20040908,0
1575360,19940123,19970123,0
31107,20160313,20190313,0
75398,20150217,20180217,0
1224370,20080104,20110104,0
1358190,19960831,19990831,0
1293282,20090927,20120927,0
1422892,20050327,20080327,0
45876,19990619,20020619,0
930184,20040810,20070810,0
1365767,19980730,20010730,0
1294178,20031114,20061114,0
100493,20130912,20160912,0
916076,19990124,20020124,0
1410637,20120725,20150725,0
41091,20010908,20040908,0
753568,19991204,20021204,0
88941,20050112,20080112,0
103096,20020816,20050816,0
1376139,20061117,20091117,0
1584207,19940309,19970309,0
817135,20050310,20080310,0
1390195,19950212,19980212,0
1438893,19970501,20000501,0
90498,19971120,20001120,0
929887,19940316,19970316,0
831547,20050915,20080915,0
16918,19921025,19951025,0
55805,19950715,19980715,0
1573166,20120415,20150415,0
1109190,20051230,20081230,0
350907,19990904,20020904,0
1361103,20081106,20111106,0
1074769,20000914,20030914,0
1524223,20060414,20090414,0
1163165,20160401,20190401,0
1487918,19990627,20020627,0
1156388,20040708,20070708,0
842905,20140129,20170129,0
1138812,20060115,20090115,0
1567683,20000117,20030117,0
34903,19970222,20000222,0
1059562,20110818,20140818,0
1522420,20060430,20090430,0
1091748,20111229,20141229,0
92103,19990310,20020310,0
80035,20000429,20030429,0
803016,20080412,20110412,0
1088436,20011102,20041102,0
71508,20130816,20160816,0
1412100,19950907,19980907,0
949156,19950122,19980122,0
65195,20021015,20051015,0
1585689,19980308,20010308,0
816159,20050217,20080217,0
1014672,20060820,20090820,0
1434130,19951201,19981201,0
1585583,19981114,20011114,0
37914,20110310,20140310,0
812090,20040604,20070604,0
89800,19990519,20020519,0
1015155,20150630,20180630,0
1121484,20050613,20080613,0
1403161,20040530,20070530,0
848865,19980205,20010205,0
1203944,19970330,20000330,0
891024,20060414,20090414,0
1486800,20110930,20140930,0
1401708,20091121,20121121,0
1027207,19970716,20000716,0
1272547,20051111,20081111,0
1577368,20040109,20070109,0
820580,19980124,20010124,0
752642,19980724,20010724,0
929008,19970815,20000815,0
1038074,20050922,20080922,0
839533,20100407,20130407,0
6951,20040515,20070515,0
1311596,20041201,20071201,0
711665,19960307,19990307,0
1390777,20050505,20080505,0
1413440,20130501,20160501,0
30625,20010914,20040914,0
854709,19990724,20020724,0
201513,19981127,20011127,0
64892,20050617,20080617,0
1077428,19970713,20000713,0
1050797,19950810,19980810,0
1415404,20121024,20151024,0
911421,20131211,20161211,0
1013462,20111103,20141103,0
318154,19970921,20000921,0
931015,20060113,20090113,0
1274563,20110115,20140115,0
3453,20160511,20190511,0
878280,19980225,20010225,0
1092914,20050805,20080805,0
787251,20040515,20070515,0
6845,20090324,20120324,0
1313911,20010111,20040111,0
1496099,20070211,20100211,0
858655,19941210,19971210,0
1042783,20080619,20110619,0
1396446,20020202,20050202,0
720858,20041202,20071202,0
1063438,20041113,20071113,0
880266,19981127,20011127,0
77360,20150904,20180904,0
1313918,19940505,19970505,0
1039160,19970814,20000814,0
20629,19970302,20000302,0
355933,20110930,20140930,0
1082249,19990619,20020619,0
740260,20050513,20080513,0
1391636,20050915,20080915,0
1504008,19960307,19990307,0
937556,20130322,20160322,0
755001,20021101,20051101,0
1513970,19970222,20000222,0
1526796,20070428,20100428,0
1289490,19981217,20011217,0
1107565,20050626,20080626,0
1489096,20110312,20140312,0
836690,20090111,20120111,0
318996,20080829,20110829,0
1260625,20001015,20031015,0
798354,20090723,20120723,0
1001171,20121014,20151014,0
854711,19960310,19990310,0
1126140,20120401,20150401,0
1140215,20060430,20090430,0
1052101,20010602,20040602,0
21510,20051110,20081110,0
1366367,20080613,20110613,0
1522727,20071004,20101004,0
84290,20050709,20080709,0
882835,19960310,19990310,0
99197,20150701,20180701,0
37785,19980308,20010308,0
80420,19970807,20000807,0
1292580,20090927,20120927,0
1426800,20040613,20070613,0
1340736,19970430,20000430,0
1011509,20100711,20130711,0
64996,20090208,20120208,0
1087423,19950622,19980622,0
1271625,19990904,20020904,0
894242,19960719,19990719,0
889900,19930114,19960114,0
1063344,19990924,20020924,0
1100962,20060923,20090923,0
1562401,19971116,20001116,0
1091907,20081012,20111012,0
1013880,20040723,20070723,0
18230,20101110,20131110,0
767884,20120605,20150605,0
1310663,19931230,19961230,0
1063494,20040424,20070424,0
861878,19950113,19980113,0
713425,20060924,20090924,0
1549922,20050731,20080731,0
12239,20160121,20190121,0
881790,19960310,19990310,0
908187,20040810,20070810,0
1040130,20160330,20190330,0
798949,20040708,20070708,0
1564822,20030123,20060123,0
1144320,20020816,20050816,0
1521373,20050615,20080615,0
1463959,20050224,20080224,0
1337298,20030207,20060207,0
1457543,20110806,20140806,0
1464423,19980323,20010323,0
50493,20120613,20150613,0
1329378,20040926,20070926,0
1343719,20081106,20111106,0
720195,20001129,20031129,0
1303313,20070214,20100214,0
1362468,20040330,20070330,0
886984,20071031,20101031,0
21076,20111110,20141110,0
1163792,19931130,19961130,0
1410711,19960222,19990222,0
904080,19970702,20000702,0
746838,20060928,20090928,0
350403,19960125,19990125,0
919012,20060105,20090105,0
778438,20070121,20100121,0
1416569,20090627,20120627,0
727510,20110623,20140623,0
849998,20060702,20090702,0
1333578,19990721,20020721,0
1171471,20050716,20080716,0
888137,20101023,20131023,0
1162862,19981211,20011211,0
63330,20031126,20061126,0
18061,20150630,20180630,0
3333,20070408,20100408,0
1344596,20020707,20050707,0
103884,19960110,19990110,0
353230,19980225,20010225,0
1550695,20140425,20170425,0
1473078,19980306,20010306,0
1019695,19990304,20020304,0
899751,20130110,20160110,0
1533924,20160320,20190320,0
883412,19970305,20000305,0
1363829,19970302,20000302,0
31667,20030112,20060112,0
1393052,19981231,20011231,0
1506492,19960310,19990310,0
69891,19930130,19960130,0
1552797,19981218,20011218,0
1537667,19951220,19981220,0
1071625,20040723,20070723,0
101594,20141015,20171015,0
109758,19990610,20020610,0
1023313,19960511,19990511,0
897419,20010803,20040803,0
890264,20071007,20101007,0
1477032,19951220,19981220,0
906780,19990904,20020904,0
1516973,19971107,20001107,0
793074,20050330,20080330,0
1326583,20041112,20071112,0
840883,19940629,19970629,0
845696,20050114,20080114,0
749647,20060203,20090203,0
40533,20070815,20100815,0
1518832,19951228,19981228,0
1364250,20080514,20110514,0
1394954,19951220,19981220,0
931584,19990928,20020928,0
1301508,20070328,20100328,0
1046578,19980903,20010903,0
1163698,20120111,20150111,0
1333248,20070427,20100427,0
1166389,19991216,20021216,0
1330421,20080104,20110104,0
1219360,20041228,20071228,0
898770,19981202,20011202,0
65984,19970501,20000501,0
921051,20090927,20120927,0
904979,20031207,20061207,0
1377013,19990131,20020131,0
1046050,20051025,20081025,0
863436,20060916,20090916,0
1362988,20011214,20041214,0
1500836,19981127,20011127,0
1333822,20061230,20091230,0
811240,20120122,20150122,0
1049521,19940629,19970629,0
50863,20050714,20080714,0
1413329,19920209,19950209,0
1305507,19931006,19961006,0
885508,20111015,20141015,0
1125376,19970319,20000319,0
909791,20150430,20180430,0
1293613,19980212,20010212,0
84748,20041118,20071118,0
1372117,19960922,19990922,0
700733,19990904,20020904,0
1001838,19970924,20000924,0
1419852,19990617,20020617,0
868857,20110504,20140504,0
1111205,20120126,20150126,0
1580608,19971005,20001005,0
731939,19961219,19991219,0
1262415,20040109,20070109,0
1322435,20071212,20101212,0
1481506,20090131,20120131,0
1517130,20110204,20140204,0
899758,20070215,20100215,0
816761,20090425,20120425,0
812900,19971114,20001114,0
1562476,19990924,20020924,0
923284,20031207,20061207,0
81955,19900817,19930817,0
1171825,19960110,19990110,0
708821,20010615,20040615,0
1124804,20030112,20060112,0
1177214,20010611,20040611,0
14195,20070824,20100824,0
785968,20100415,20130415,0
1012140,20040308,20070308,0
1254595,20120613,20150613,0
1169988,20150129,20180129,0
912544,20080227,20110227,0
1329388,20061007,20091007,0
1045150,19970702,20000702,0
722313,20020928,20050928,0
1382941,19980625,20010625,0
711377,19961005,19991005,0
896622,19970322,20000322,0
85704,19920712,19950712,0
1284529,19981218,20011218,0
1338170,20110826,20140826,0
1127703,20041107,20071107,0
1563855,20070128,20100128,0
1336339,20110308,20140308,0
707388,19981011,20011011,0
1276187,19981113,20011113,0
1287668,20040810,20070810,0
1334978,20120208,20150208,0
718937,19961129,19991129,0
922621,20150610,20180610,0
5094,20041107,20071107,0
87565,19981202,20011202,0
788784,19990905,20020905,0
1050007,19980430,20010430,0
1514743,20140204,20170204,0
723188,20001001,20031001,0
1451505,20120518,20150518,0
1056386,20070708,20100708,0
1295557,20061117,20091117,0
830271,19981010,20011010,0
1381197,20120126,20150126,0
886035,19970924,20000924,0
29534,20131211,20161211,0
823277,20050717,20080717,0
846909,20160415,20190415,0
870517,20120401,20150401,0
1345122,20100210,20130210,0
872589,20071212,20101212,0
1017303,19980604,20010604,0
857361,20081119,20111119,0
883241,20100313,20130313,0
1104657,20000803,20030803,0
76267,20131129,20161129,0
1407185,20030214,20060214,0
811532,20060113,20090113,0
1223786,20050224,20080224,0
821130,20041229,20071229,0
1039065,20020619,20050619,0
18498,20000901,20030901,0
23194,20000319,20030319,0
792985,20160511,20190511,0
1140536,19950212,19980212,0
858803,19910918,19940918,0
746210,20050224,20080224,0
1289850,19981018,20011018,0
1084171,20061230,20091230,0
1385632,20080803,20110803,0
356037,19970921,20000921,0
1383803,20071007,20101007,0
819926,19990724,20020724,0
1047202,20050327,20080327,0
807708,19981127,20011127,0
884461,20050413,20080413,0
892535,20160217,20190217,0
945841,20090723,20120723,0
849399,19971102,20001102,0
1408278,20050501,20080501,0
1029506,20030927,20060927,0
17843,20130511,20160511,0
1493594,20070121,20100121,0
16859,20080801,20110801,0
1130385,20120122,20150122,0
5216,20050126,20080126,0
105668,20090324,20120324,0
1049549,19970501,20000501,0
1043561,19940911,19970911,0
1259708,20160310,20190310,0
1115222,20041113,20071113,0
1486159,20131129,20161129,0
810958,20120516,20150516,0
1386278,19970111,20000111,0
1385187,19930930,19960930,0
200406,20150331,20180331,0
59440,19990724,20020724,0
91928,20080223,20110223,0
1117480,19930310,19960310,0
727273,20070826,20100826,0
814549,20140425,20170425,0
845752,20040330,20070330,0
1373670,20070427,20100427,0
1547903,20050413,20080413,0
930236,20051101,20081101,0
895421,20110310,20140310,0
814586,20140810,20170810,0
887394,20020707,20050707,0
1230245,19940226,19970226,0
889232,20060203,20090203,0
1400400,20100618,20130618,0
906113,20110723,20140723,0
1073475,19970201,20000201,0
8177,20000130,20030130,0
1102556,20060511,20090511,0
1058623,20020816,20050816,0
1398797,20040731,20070731,0
1750,19990519,20020519,0
1286681,20030508,20060508,0
1181249,20050819,20080819,0
1105184,20050714,20080714,0
1095651,19990514,20020514,0
1392363,20050511,20080511,0
799850,20150129,20180129,0
884905,20050617,20080617,0
102379,20070708,20100708,0
712534,19961129,19991129,0
203248,19931105,19961105,0
1124198,20060211,20090211,0
1052752,19990815,20020815,0
1332551,20040623,20070623,0
1179060,20070930,20100930,0
890196,20130821,20160821,0
939767,20061231,20091231,0
101063,20000203,20030203,0
1571498,20050818,20080818,0
318380,20151208,20181208,0
916457,20041106,20071106,0
808461,20151112,20181112,0
70866,19980306,20010306,0
1007456,20110930,20140930,0
1390844,19981031,20011031,0
1575599,19960404,19990404,0
14930,20040308,20070308,0
1174746,20050114,20080114,0
1048911,19990724,20020724,0
1015577,19990404,20020404,0
1403238,20030123,20060123,0
1057058,20000201,20030201,0
18396,19980801,20010801,0
1447051,20040417,20070417,0
860743,20070520,20100520,0
1321741,19940911,19970911,0
1120914,19981008,20011008,0
1306550,20081114,20111114,0
795800,19860115,19890115,0
1050606,20121025,20151025,0
1582616,20151003,20181003,0
1376321,20031126,20061126,0
868725,20050513,20080513,0
1248124,20060108,20090108,0
1365101,20060315,20090315,0
351834,19970807,20000807,0
315852,20010611,20040611,0
1284812,20010914,20040914,0
1313275,19980323,20010323,0
783603,20010701,20040701,0
1534293,20010615,20040615,0
311094,20110806,20140806,0
41719,20050922,20080922,0
784977,20160301,20190301,0
763907,19970430,20000430,0
1518715,20041205,20071205,0
827165,20000914,20030914,0
1138639,19991031,20021031,0
1514281,20080730,20110730,0
749660,19991017,20021017,0
1031296,19971114,20001114,0
1016178,19930114,19960114,0
1509253,20050928,20080928,0
809708,20040613,20070613,0
42888,20021227,20051227,0
1800,20001214,20031214,0
1384905,20150904,20180904,0
1056903,19970302,20000302,0
883981,19990514,20020514,0
880943,20130514,20160514,0
1297587,19970813,20000813,0
935596,19970406,20000406,0
1490636,19971005,20001005,0
1260563,19991216,20021216,0
745732,20151208,20181208,0
1344980,20041126,20071126,0
1105360,20040314,20070314,0
1267969,19950907,19980907,0
1054579,19980925,20010925,0
1548717,20060602,20090602,0
1019671,20010624,20040624,0
52827,20020202,20050202,0
1373079,20050505,20080505,0
1265572,20130920,20160920,0
1351197,19980205,20010205,0
794619,20130412,20160412,0
1569994,20060105,20090105,0
1169417,19970129,20000129,0
1058033,19940719,19970719,0
1500217,20030214,20060214,0
1355096,19980308,20010308,0
1083643,20040915,20070915,0
1037760,19990205,20020205,0
93451,20120518,20150518,0
791770,19910516,19940516,0
1569134,20040219,20070219,0
1224133,20041013,20071013,0
1161154,20101112,20131112,0
1212458,20051110,20081110,0
1007019,19980417,20010417,0
1089063,19990815,20020815,0
1308208,20141015,20171015,0
1159281,19931130,19961130,0
934473,20031227,20061227,0
943110,19990815,20020815,0
63296,20020220,20050220,0
1279493,20070304,20100304,0
319815,20040623,20070623,0
1082526,20110828,20140828,0
784199,19981031,20011031,0
1069183,19991031,20021031,0
795665,20011016,20041016,0
38079,19971220,20001220,0
1018946,20040129,20070129,0
1527709,19981211,20011211,0
719274,19941021,19971021,0
1504747,20070128,20100128,0
9346,20100421,20130421,0
1045609,20070315,20100315,0
1130464,20151208,20181208,0
1393662,19980628,20010628,0
1362481,20160510,20190510,0
1070154,19971005,20001005,0
1345111,20150217,20180217,0
1560443,20141030,20171030,0
1168652,20080514,20110514,0
1411974,19990225,20020225,0
1302324,20110818,20140818,0
805012,20111110,20141110,0
866535,19960229,19990301,0
1341766,20031030,20061030,0
6314,19970430,20000430,0
907242,20040611,20070611,0
355811,19980625,20010625,0
78128,19991017,20021017,0
766829,20020816,20050816,0
722830,19991119,20021119,0
1100412,19990629,20020629,0
52795,19960405,19990405,0
37996,19980307,20010307,0
1097631,20030425,20060425,0
1554697,20050217,20080217,0
1003214,19950201,19980201,0
1565228,20050716,20080716,0
1393883,20151024,20181024,0
1396502,19900721,19930721,0
25895,20041106,20071106,0
749872,20040326,20070326,0
1278027,20050915,20080915,0
791449,20030425,20060425,0
1094005,20111229,20141229,0
1331875,19941227,19971227,0
1326807,20120605,20150605,0
912088,20051101,20081101,0
1385544,19980225,20010225,0
1274202,19950622,19980622,0
1460198,20100321,20130321,0
1366292,19980925,20010925,0
21665,20130511,20160511,0
1053112,19990729,20020729,0
1425715,19990124,20020124,0
34563,19960811,19990811,0
1230355,20030214,20060214,0
1158463,20041231,20071231,0
16732,20040221,20070221,0
1364742,20061101,20091101,0
865941,20131112,20161112,0
1301236,19970424,20000424,0
320335,19951201,19981201,0
61986,20041107,20071107,0
1223112,20091031,20121031,0
1034670,19920924,19950924,0
1294208,19981018,20011018,0
33619,19940226,19970226,0
1316898,19940316,19970316,0
1523733,20160301,20190301,0
91142,19970418,20000418,0
1544227,19941227,19971227,0
1362491,20040915,20070915,0
1064796,19970322,20000322,0
1080709,20040723,20070723,0
1391137,19911030,19941030,0
1134538,20130316,20160316,0
930686,20070408,20100408,0
793952,20050126,20080126,0
914374,19970302,20000302,0
886043,19990627,20020627,0
49615,19961005,19991005,0
1361579,20061119,20091119,0
1356628,19990219,20020219,0
1180079,20041205,20071205,0
921582,19971019,20001019,0
1495569,19990514,20020514,0
1527590,20041202,20071202,0
1096385,20011102,20041102,0
719164,20080803,20110803,0
1273805,20000117,20030117,0
722256,19951220,19981220,0
1400810,20021129,20051129,0
1101146,20160213,20190213,0
880460,19910516,19940516,0
878556,20011006,20041006,0
1067701,20131207,20161207,0
1572280,20050331,20080331,0
711065,20031114,20061114,0
858800,19990815,20020815,0
882104,20090111,20120111,0
917520,20091031,20121031,0
1382230,19971114,20001114,0
802301,20001015,20031015,0
1513789,19981231,20011231,0
920148,19971107,20001107,0
1285819,20050331,20080331,0
1094019,20130122,20160122,0
91440,20000512,20030512,0
820096,20001015,20031015,0
923184,19981209,20011209,0
96536,20051101,20081101,0
1399521,20091014,20121014,0
1382158,20050212,20080212,0
317788,19970427,20000427,0
1040470,20100806,20130806,0
701811,19971120,20001120,0
910606,20050721,20080721,0
1342068,20000203,20030203,0
1555177,20031207,20061207,0
1369568,20111110,20141110,0
721994,20060910,20090910,0
1178670,19961213,19991213,0
1159119,20070215,20100215,0
1003642,20050212,20080212,0
1492426,20050818,20080818,0
872448,20130816,20160816,0
1407437,19901123,19931123,0
916183,20101023,20131023,0
17313,20130313,20160313,0
1529979,20070211,20100211,0
1316710,19970718,20000718,0
799088,20040810,20070810,0
882153,20100305,20130305,0
859014,20050819,20080819,0
764038,20050731,20080731,0
878198,19940316,19970316,0
1034842,20060817,20090817,0
1492691,19970131,20000131,0
1493491,19980730,20010730,0
885734,20090507,20120507,0
733269,19961005,19991005,0
1515940,20050320,20080320,0
1315320,19980124,20010124,0
863015,19970924,20000924,0
1458891,20111110,20141110,0
1380936,20030920,20060920,0
1172358,20040611,20070611,0
790070,20060211,20090211,0
1258602,20050327,20080327,0
943452,20160313,20190313,0
895930,19961129,19991129,0
201461,20050302,20080302,0
1378701,19981227,20011227,0
350737,20060113,20090113,0
1011064,20120523,20150523,0
914138,19981212,20011212,0
1278211,20041229,20071229,0
1070190,20070401,20100401,0
22701,20070826,20100826,0
98222,20130912,20160912,0
726601,19930917,19960917,0
1587246,19990514,20020514,0
840889,20150430,20180430,0
16160,20151215,20181215,0
1489979,19990304,20020304,0
1024725,19970222,20000222,0
99047,20110308,20140308,0
81157,20160416,20190416,0
1383701,20151112,20181112,0
1038205,19961108,19991108,0
1070423,20081213,20111213,0
310142,20050810,20080810,0
714530,19990914,20020914,0
1364100,20031207,20061207,0
1262976,19900817,19930817,0
839470,20030214,20060214,0
1128928,20151024,20181024,0
764180,20070516,20100516,0
1094810,19960405,19990405,0
1434316,19971113,20001113,0
911576,20040330,20070330,0
912147,20050106,20080106,0
1107843,20060528,20090528,0
1125920,20111110,20141110,0
915358,20040810,20070810,0
893538,19980724,20010724,0
1353283,20160413,20190413,0
1477598,20081016,20111016,0
1375063,20040303,20070303,0
812011,20131207,20161207,0
1391984,19990225,20020225,0
3116,19960831,19990831,0
1555538,20050717,20080717,0
866729,20010929,20040929,0
94887,19981008,20011008,0
1255821,19990904,20020904,0
1327567,20020202,20050202,0
1298716,20060928,20090928,0
1381325,20121115,20151115,0
1110805,19991017,20021017,0
1474735,20080730,20110730,0
1406666,20050803,20080803,0
76605,20110504,20140504,0
1535031,20051014,20081014,0
1518557,19960202,19990202,0
1572684,19930114,19960114,0
1477294,19990220,20020220,0
2491,19990320,20020320,0
313927,19990715,20020715,0
78814,20160310,20190310,0
56701,19981031,20011031,0
1286613,20100313,20130313,0
1001604,20110204,20140204,0
72331,20031130,20061130,0
1289945,19921025,19951025,0
84129,20160514,20190514,0
887921,19960811,19990811,0
890447,19981213,20011213,0
1394159,20040424,20070424,0
833021,19940312,19970312,0
1287701,20041031,20071031,0
79163,19990815,20020815,0
73887,19960511,19990511,0
717954,20041106,20071106,0
3155,19931230,19961230,0
1317945,19970105,20000105,0
885733,20000130,20030130,0
713671,19990514,20020514,0
772572,19900805,19930805,0
849667,20050915,20080915,0
1133416,19990724,20020724,0
1517990,19990724,20020724,0
14637,20151003,20181003,0
796505,20151208,20181208,0
1347613,19950610,19980610,0
104897,19971130,20001130,0
1320695,19990519,20020519,0
904163,20130122,20160122,0
1509273,20001129,20031129,0
915840,19981217,20011217,0
818972,19961214,19991214,0
1399249,20040417,20070417,0
884909,20100407,20130407,0
1488139,20050130,20080130,0
1535929,20020303,20050303,0
882508,20020823,20050823,0
895364,20050810,20080810,0
1553588,20031126,20061126,0
1353487,20070520,20100520,0
1293310,20070516,20100516,0
732834,20130316,20160316,0
908598,19970716,20000716,0
1449732,19960720,19990720,0
915389,19981209,20011209,0
1553023,19971018,20001018,0
1038222,20151021,20181021,0
808219,20051106,20081106,0
1378020,20100917,20130917,0
1375336,19971011,20001011,0
1030749,20050302,20080302,0
1395057,20050615,20080615,0
1283552,20120314,20150314,0
1418862,20060729,20090729,0
854271,20041118,20071118,0
354908,20130802,20160802,0
38777,20160401,20190401,0
849146,20041201,20071201,0
949428,19960202,19990202,0
1293413,20071018,20101018,0
918580,19990321,20020321,0
1320002,20051028,20081028,0
1443669,19980205,20010205,0
714310,19991031,20021031,0
76954,20050623,20080623,0
1085734,19981202,20011202,0
1014473,20060113,20090113,0
1043337,20001015,20031015,0
879796,20130409,20160409,0
1017673,20061117,20091117,0
1364479,20130821,20160821,0
1296435,20090627,20120627,0
1195739,20051101,20081101,0
1287808,20050310,20080310,0
799698,19960203,19990203,0
1170299,19960502,19990502,0
883948,20160305,20190305,0
1095073,19971130,20001130,0
1166036,20021101,20051101,0
914208,20120208,20150208,0
76321,20070410,20100410,0
1158265,19960222,19990222,0
1374756,19981018,20011018,0
1178970,20120927,20150927,0
1561743,20000117,20030117,0
1366340,20090702,20120702,0
935724,19980301,20010301,0
879535,19900722,19930722,0
14272,20160413,20190413,0
864268,19950907,19980907,0
858629,19980729,20010729,0
85408,20140715,20170715,0
890801,19990924,20020924,0
1385763,19950721,19980721,0
103379,20000201,20030201,0
20171,20001216,20031216,0
949157,20050310,20080310,0
1314655,19961129,19991129,0
1061822,20060702,20090702,0
1022225,20110826,20140826,0
1324503,19990715,20020715,0
1389030,20050114,20080114,0
1130598,20050420,20080420,0
1138817,19980805,20010805,0
890394,19970718,20000718,0
712034,19910918,19940918,0
1326428,19990709,20020709,0
1262279,20040417,20070417,0
1264383,20050327,20080327,0
1000045,20120907,20150907,0
1490660,20110104,20140104,0
1025835,19981118,20011118,0
1412270,19970713,20000713,0
1017480,20060817,20090817,0
1005229,20130501,20160501,0
729986,20050331,20080331,0
1301611,19930917,19960917,0
836157,20100806,20130806,0
1331745,20030123,20060123,0
12208,20091003,20121003,0
944765,20060203,20090203,0
1169445,19980903,20010903,0
811612,19981113,20011113,0
1068234,20110826,20140826,0
1520566,20040221,20070221,0
890846,19991017,20021017,0
82811,19960222,19990222,0
1528129,20041205,20071205,0
1270523,20150215,20180215,0
20520,19981201,20011201,0
792987,20080119,20110119,0
854701,19981216,20011216,0
773840,20131129,20161129,0
1096199,20121115,20151115,0
1125052,20060429,20090429,0
898444,19980220,20010220,0
723254,20000903,20030903,0
102741,20040326,20070326,0
1421561,20110504,20140504,0
860748,20130501,20160501,0
1348324,19930120,19960120,0
1520300,19970116,20000116,0
1158449,20050805,20080805,0
18169,20050511,20080511,0
1532543,20001006,20031006,0
1024795,20071007,20101007,0
817516,19971120,20001120,0
1356576,20140402,20170402,0
31235,20010926,20040926,0
862668,20060203,20090203,0
1382696,19980729,20010729,0
867347,19911227,19941227,0
1036188,19950729,19980729,0
935063,20050511,20080511,0
1385613,20011006,20041006,0
1144215,20090723,20120723,0
866706,20160414,20190414,0
932628,20050505,20080505,0
764478,19891219,19921219,0
1057060,20131013,20161013,0
48287,20100313,20130313,0
26172,20100421,20130421,0
1075531,20090507,20120507,0
1062530,20160426,20190426,0
1051627,19970406,20000406,0
1361470,20001129,20031129,0
96223,20050212,20080212,0
919628,19980603,20010603,0
351077,20060916,20090916,0
736772,20020130,20050130,0
1497186,19981216,20011216,0
720005,19930114,19960114,0
895417,20151021,20181021,0
750577,19971011,20001011,0
900349,20041019,20071019,0
1519632,19940911,19970911,0
922358,20050803,20080803,0
36995,20100924,20130924,0
730708,19860629,19890629,0
815097,19951220,19981220,0
1414932,20100711,20130711,0
883670,20030207,20060207,0
352825,20050416,20080416,0
1070732,19990904,20020904,0
320174,19940821,19970821,0
1029199,20030427,20060427,0
816754,20071123,20101123,0
1219210,19990905,20020905,0
1076914,19970814,20000814,0
1489137,20131013,20161013,0
59478,20130511,20160511,0
1267238,19980308,20010308,0
1578932,20070429,20100429,0
822662,19990311,20020311,0
1571329,20140129,20170129,0
1561627,20020303,20050303,0
1014733,19970717,20000717,0
1090121,19980212,20010212,0
1318906,20111110,20141110,0
7694,20101205,20131205,0
1478102,20100407,20130407,0
102212,19900817,19930817,0
767920,20070930,20100930,0
844172,19971002,20001002,0
1386067,20050106,20080106,0
1411579,19910516,19940516,0
883945,20110723,20140723,0
1512931,20000930,20030930,0
882184,20130412,20160412,0
1275214,19990610,20020610,0
1365038,19981202,20011202,0
1403795,20030427,20060427,0
1083269,20090503,20120503,0
1482512,20090425,20120425,0
858470,20000930,20030930,0
946486,20101229,20131229,0
1101169,20050819,20080819,0
864749,20081219,20111219,0
1532961,20040810,20070810,0
1133421,20040611,20070611,0
1161935,20030207,20060207,0
1335258,20130306,20160306,0
1342514,20000123,20030123,0
1041577,20050303,20080303,0
1571088,20020508,20050508,0
1165880,20151216,20181216,0
1370450,20040129,20070129,0
60714,20040731,20070731,0
1109357,19990815,20020815,0
29806,20110806,20140806,0
819913,20160330,20190330,0
1415301,20040220,20070220,0
1371011,19930130,19960130,0
716643,20030816,20060816,0
1064728,20040424,20070424,0
1555280,20020214,20050214,0
1367083,20160416,20190416,0
837330,19980220,20010220,0
1324404,20090128,20120128,0
1353970,19981118,20011118,0
857949,20091121,20121121,0
912898,19970201,20000201,0
1333763,19971010,20001010,0
28630,20081214,20111214,0
931702,19960202,19990202,0
1103184,19960203,19990203,0
895523,20060624,20090624,0
1276591,20070824,20100824,0
1046311,20160514,20190514,0
1076682,20010519,20040519,0
824142,20120208,20150208,0
30828,20000120,20030120,0
5768,20070808,20100808,0
838131,20120907,20150907,0
1526697,20050717,20080717,0
748015,19960125,19990125,0
1141185,20080809,20110809,0
1001385,20151024,20181024,0
1173489,20091121,20121121,0
730263,20140816,20170816,0
1402057,20071004,20101004,0
902750,20011214,20041214,0
900708,20031130,20061130,0
78749,19950113,19980113,0
846671,20070427,20100427,0
1049551,19961214,19991214,0
825324,20081114,20111114,0
1502711,20070616,20100616,0
913341,19990220,20020220,0
906013,19981118,20011118,0
1100747,20000624,20030624,0
1016169,20081221,20111221,0
97745,19981218,20011218,0
1107694,19931006,19961006,0
1025148,20010611,20040611,0
1315255,19990225,20020225,0
1024452,19980308,20010308,0
1171012,19990708,20020708,0
896841,19910918,19940918,0
775158,20041219,20071219,0
1173431,19940313,19970313,0
795403,20130116,20160116,0
1516007,20160514,20190514,0
786035,19960405,19990405,0
277509,20150811,20180811,0
1084961,19931006,19961006,0
1100364,20041118,20071118,0
891037,19960720,19990720,0
771497,20051014,20081014,0
885639,20060730,20090730,0
38264,20041202,20071202,0
100716,19950113,19980113,0
94344,20120916,20150916,0
811640,20100917,20130917,0
1332341,20110504,20140504,0
46195,20130514,20160514,0
1017907,20080803,20110803,0
1408198,20150430,20180430,0
912183,19970406,20000406,0
1389305,19990519,20020519,0
99780,20130912,20160912,0
1491675,19971120,20001120,0
20356,19980306,20010306,0
888491,20130116,20160116,0
1001288,19961023,19991023,0
1023860,19970718,20000718,0
1463101,20070429,20100429,0
1168397,20150916,20180916,0
1401700,20000803,20030803,0
883237,20150807,20180807,0
1200375,19950810,19980810,0
1046327,20080104,20110104,0
1043277,19970717,20000717,0
51143,20071123,20101123,0
1520048,20071129,20101129,0
1438133,19961005,19991005,0
1487712,20050420,20080420,0
1360886,20000610,20030610,0
750199,20040308,20070308,0
1022652,19960315,19990315,0
1053988,20110115,20140115,0
